codigo_ocorrencia;codigo_ocorrencia1;codigo_ocorrencia2;codigo_ocorrencia3;codigo_ocorrencia4;ocorrencia_classificacao;ocorrencia_cidade;ocorrencia_uf;ocorrencia_pais;ocorrencia_dia;ocorrencia_hora;investigacao_aeronave_liberada;total_recomendacoes;total_aeronaves_envolvidas;ocorrencia_saida_pista
51443;51443;51443;51443;51443;INCIDENTE GRAVE;ITANHAÉM;SP;BRASIL;01/05/2014;14:42:00;SIM;0;1;SIM
51010;51010;51010;51010;51010;ACIDENTE;LUZIÂNIA;GO;BRASIL;02/05/2014;19:00:00;SIM;6;1;NÃO
51011;51011;51011;51011;51011;ACIDENTE;AQUIRAZ;CE;BRASIL;03/05/2014;15:30:00;SIM;2;1;NÃO
51437;51437;51437;51437;51437;INCIDENTE GRAVE;TAUBATÉ;SP;BRASIL;03/05/2014;14:50:00;***;0;1;NÃO
51444;51444;51444;51444;51444;INCIDENTE GRAVE;MARABÁ;PA;BRASIL;03/05/2014;19:02:00;SIM;4;1;NÃO
51347;51347;51347;51347;51347;INCIDENTE;DIADEMA;SP;BRASIL;04/05/2014;16:00:00;***;0;1;NÃO
51569;51569;51569;51569;51569;INCIDENTE;SÃO JOSÉ DOS CAMPOS;SP;BRASIL;04/05/2014;16:16:00;***;0;1;NÃO
51459;51459;51459;51459;51459;INCIDENTE;PORTO ALEGRE;RS;BRASIL;05/05/2014;16:55:00;***;0;1;NÃO
51460;51460;51460;51460;51460;INCIDENTE;BRASÍLIA;DF;BRASIL;07/05/2014;20:09:00;***;0;1;NÃO
51417;51417;51417;51417;51417;INCIDENTE GRAVE;SÃO PAULO;SP;BRASIL;08/05/2014;11:27:00;SIM;0;1;NÃO
51461;51461;51461;51461;51461;INCIDENTE;BELO HORIZONTE;MG;BRASIL;08/05/2014;22:55:00;***;0;1;NÃO
51445;51445;51445;51445;51445;INCIDENTE GRAVE;CARAZINHO;RS;BRASIL;09/05/2014;16:05:00;SIM;0;1;SIM
51446;51446;51446;51446;51446;INCIDENTE GRAVE;JATAÍ;GO;BRASIL;09/05/2014;13:30:00;SIM;0;1;NÃO
51451;51451;51451;51451;51451;INCIDENTE;ALTAMIRA;PA;BRASIL;09/05/2014;12:49:00;***;0;1;NÃO
51462;51462;51462;51462;51462;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;09/05/2014;00:02:00;***;0;1;NÃO
51463;51463;51463;51463;51463;INCIDENTE;GOIÂNIA;GO;BRASIL;09/05/2014;17:50:00;***;0;1;NÃO
51394;51394;51394;51394;51394;ACIDENTE;FOZ DO IGUAÇU;PR;BRASIL;10/05/2014;20:00:00;SIM;0;1;NÃO
51412;51412;51412;51412;51412;ACIDENTE;CACHOEIRA DO SUL;RS;BRASIL;10/05/2014;20:25:00;SIM;4;1;NÃO
51464;51464;51464;51464;51464;INCIDENTE;BARREIRAS;BA;BRASIL;10/05/2014;13:40:00;***;0;1;NÃO
51465;51465;51465;51465;51465;INCIDENTE;RECIFE;PE;BRASIL;12/05/2014;02:00:00;***;0;1;NÃO
51448;51448;51448;51448;51448;INCIDENTE GRAVE;SANTA INÊS;MA;BRASIL;13/05/2014;13:55:00;SIM;1;1;SIM
51449;51449;51449;51449;51449;INCIDENTE GRAVE;SINOP;MT;BRASIL;13/05/2014;15:50:00;SIM;1;1;SIM
51471;51471;51471;51471;51471;INCIDENTE;SANTARÉM;PA;BRASIL;13/05/2014;11:43:00;***;0;1;NÃO
51452;51452;51452;51452;51452;INCIDENTE;ARACAJU;SE;BRASIL;14/05/2014;15:34:00;***;0;1;NÃO
51472;51472;51472;51472;51472;INCIDENTE;SÃO PAULO;SP;BRASIL;14/05/2014;20:20:00;***;0;1;NÃO
51473;51473;51473;51473;51473;INCIDENTE;FORTALEZA;CE;BRASIL;14/05/2014;11:15:00;***;0;1;NÃO
51474;51474;51474;51474;51474;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;15/05/2014;13:48:00;***;0;1;NÃO
51475;51475;51475;51475;51475;INCIDENTE;TABATINGA;AM;BRASIL;16/05/2014;15:05:00;SIM;0;1;NÃO
51477;51477;51477;51477;51477;INCIDENTE;SANTARÉM;PA;BRASIL;16/05/2014;12:10:00;***;0;1;NÃO
51453;51453;51453;51453;51453;INCIDENTE;SÃO JOSÉ DO RIO PRETO;SP;BRASIL;17/05/2014;11:53:00;***;0;1;NÃO
51478;51478;51478;51478;51478;INCIDENTE;JUNDIAÍ;SP;BRASIL;17/05/2014;18:42:00;***;0;1;NÃO
51479;51479;51479;51479;51479;INCIDENTE;LONDRINA;PR;BRASIL;18/05/2014;20:46:00;***;0;1;NÃO
51436;51436;51436;51436;51436;ACIDENTE;BRASÍLIA;DF;BRASIL;19/05/2014;18:00:00;***;0;2;NÃO
51413;51413;51413;51413;51413;ACIDENTE;ITAMARAJU;BA;BRASIL;21/05/2014;18:00:00;SIM;0;1;NÃO
51480;51480;51480;51480;51480;INCIDENTE;BELO HORIZONTE;MG;BRASIL;21/05/2014;21:50:00;***;0;1;NÃO
51541;51541;51541;51541;51541;INCIDENTE;MANAUS;AM;BRASIL;21/05/2014;15:20:00;SIM;0;1;NÃO
51454;51454;51454;51454;51454;INCIDENTE;PALMAS;TO;BRASIL;22/05/2014;04:13:00;***;0;1;NÃO
51481;51481;51481;51481;51481;INCIDENTE;ANÁPOLIS;GO;BRASIL;27/05/2014;11:55:00;***;0;1;NÃO
51438;51438;51438;51438;51438;INCIDENTE GRAVE;CAMPINAS;SP;BRASIL;28/05/2014;13:25:00;***;0;1;NÃO
51482;51482;51482;51482;51482;INCIDENTE;SÃO JOSÉ DOS CAMPOS;SP;BRASIL;29/05/2014;13:32:00;***;0;1;NÃO
51542;51542;51542;51542;51542;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;29/05/2014;22:37:00;***;0;1;NÃO
51414;51414;51414;51414;51414;ACIDENTE;COARI;AM;BRASIL;30/05/2014;02:16:00;SIM;6;1;NÃO
51535;51535;51535;51535;51535;ACIDENTE;SCHROEDER;SC;BRASIL;31/05/2014;17:46:00;***;0;1;NÃO
51543;51543;51543;51543;51543;INCIDENTE;BELÉM;PA;BRASIL;31/05/2014;08:25:00;***;0;1;NÃO
51544;51544;51544;51544;51544;INCIDENTE;SÃO JOSÉ DOS CAMPOS;SP;BRASIL;31/05/2014;15:25:00;***;0;1;SIM
51545;51545;51545;51545;51545;INCIDENTE;RECIFE;PE;BRASIL;01/06/2014;00:45:00;***;0;1;NÃO
51719;51719;51719;51719;51719;INCIDENTE;GUARULHOS;SP;BRASIL;01/06/2014;18:00:00;***;0;1;NÃO
51538;51538;51538;51538;51538;INCIDENTE;COARI;AM;BRASIL;03/06/2014;14:10:00;SIM;0;1;NÃO
51546;51546;51546;51546;51546;INCIDENTE;TEFÉ;AM;BRASIL;03/06/2014;18:10:00;SIM;0;1;NÃO
51536;51536;51536;51536;51536;INCIDENTE GRAVE;JUNDIAÍ;SP;BRASIL;06/06/2014;16:38:00;***;0;1;SIM
51547;51547;51547;51547;51547;INCIDENTE;BELO HORIZONTE;MG;BRASIL;06/06/2014;14:36:00;***;0;1;NÃO
51416;51416;51416;51416;51416;ACIDENTE;ARUANÃ;GO;BRASIL;07/06/2014;04:27:00;SIM;2;1;NÃO
51517;51517;51517;51517;51517;ACIDENTE;NOVA ANDRADINA;MS;BRASIL;07/06/2014;11:30:00;***;0;1;NÃO
51531;51531;51531;51531;51531;ACIDENTE;MAIRIPORÃ;SP;BRASIL;07/06/2014;14:50:00;SIM;0;1;NÃO
51532;51532;51532;51532;51532;ACIDENTE;ITAITUBA;PA;BRASIL;07/06/2014;13:00:00;SIM;0;1;NÃO
51537;51537;51537;51537;51537;INCIDENTE GRAVE;SANTO ANTÔNIO DO LEVERGER;MT;BRASIL;08/06/2014;14:00:00;SIM;0;1;NÃO
51539;51539;51539;51539;51539;INCIDENTE;BRASÍLIA;DF;BRASIL;08/06/2014;17:05:00;***;0;1;NÃO
51548;51548;51548;51548;51548;INCIDENTE;TABATINGA;AM;BRASIL;08/06/2014;17:34:00;SIM;0;1;NÃO
51549;51549;51549;51549;51549;INCIDENTE;MARINGÁ;PR;BRASIL;08/06/2014;21:20:00;***;0;1;NÃO
51570;51570;51570;51570;51570;INCIDENTE;BELÉM;PA;BRASIL;08/06/2014;23:17:00;***;5;1;SIM
51550;51550;51550;51550;51550;INCIDENTE;BELÉM;PA;BRASIL;10/06/2014;16:30:00;***;0;1;NÃO
51533;51533;51533;51533;51533;ACIDENTE;BRAGANÇA PAULISTA;SP;BRASIL;11/06/2014;15:15:00;SIM;0;1;NÃO
51551;51551;51551;51551;51551;INCIDENTE;ITÁPOLIS;SP;BRASIL;11/06/2014;22:30:00;***;0;1;NÃO
51552;51552;51552;51552;51552;INCIDENTE;BELÉM;PA;BRASIL;11/06/2014;21:50:00;***;0;1;NÃO
51553;51553;51553;51553;51553;INCIDENTE;PARINTINS;AM;BRASIL;11/06/2014;16:54:00;SIM;0;1;NÃO
51534;51534;51534;51534;51534;ACIDENTE;ARUANÃ;GO;BRASIL;13/06/2014;10:47:00;SIM;3;1;SIM
51554;51554;51554;51554;51554;INCIDENTE;JUNDIAÍ;SP;BRASIL;14/06/2014;15:30:00;***;0;1;NÃO
51555;51555;51555;51555;51555;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;14/06/2014;04:35:00;***;0;1;NÃO
51540;51540;51540;51540;51540;INCIDENTE;NOVA GRANADA;SP;BRASIL;15/06/2014;19:50:00;***;0;1;NÃO
51556;51556;51556;51556;51556;INCIDENTE;BELÉM;PA;BRASIL;15/06/2014;21:41:00;***;0;1;NÃO
51567;51567;51567;51567;51567;ACIDENTE;OUROESTE;SP;BRASIL;17/06/2014;18:00:00;SIM;0;1;NÃO
51557;51557;51557;51557;51557;INCIDENTE;MANAUS;AM;BRASIL;18/06/2014;05:36:00;SIM;0;1;NÃO
51559;51559;51559;51559;51559;INCIDENTE;PETROLINA;PE;BRASIL;18/06/2014;19:33:00;***;0;1;NÃO
51568;51568;51568;51568;51568;INCIDENTE GRAVE;MANAUS;AM;BRASIL;19/06/2014;14:02:00;SIM;0;1;SIM
51653;51653;51653;51653;51653;ACIDENTE;CRUZ ALTA;RS;BRASIL;19/06/2014;19:00:00;***;1;2;NÃO
51691;51691;51691;51691;51691;INCIDENTE;FLORIANÓPOLIS;SC;BRASIL;20/06/2014;11:30:00;***;0;1;NÃO
51558;51558;51558;51558;51558;INCIDENTE;DOURADOS;MS;BRASIL;21/06/2014;18:28:00;***;0;1;NÃO
51673;51673;51673;51673;51673;INCIDENTE GRAVE;SANTANA DO LIVRAMENTO;RS;BRASIL;23/06/2014;13:45:00;SIM;0;1;NÃO
51692;51692;51692;51692;51692;INCIDENTE;SÃO JOSÉ DOS PINHAIS;PR;BRASIL;23/06/2014;12:40:00;***;0;1;NÃO
51591;51591;51591;51591;51591;INCIDENTE;GOIÂNIA;GO;BRASIL;24/06/2014;21:00:00;***;0;1;NÃO
51592;51592;51592;51592;51592;INCIDENTE;PARINTINS;AM;BRASIL;24/06/2014;02:50:00;SIM;0;1;NÃO
51693;51693;51693;51693;51693;INCIDENTE;LONDRINA;PR;BRASIL;25/06/2014;07:39:00;***;0;1;NÃO
51571;51571;51571;51571;51571;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;27/06/2014;14:28:00;***;0;1;NÃO
51731;51731;51731;51731;51731;ACIDENTE;FORTALEZA;CE;BRASIL;27/06/2014;14:30:00;***;0;1;NÃO
51757;51757;51757;51757;51757;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;27/06/2014;15:30:00;***;0;1;NÃO
51593;51593;51593;51593;51593;INCIDENTE;MANAQUIRI;AM;BRASIL;29/06/2014;20:40:00;SIM;0;1;NÃO
51596;51596;51596;51596;51596;ACIDENTE;ITAÍ;SP;BRASIL;30/06/2014;21:00:00;SIM;0;1;NÃO
51654;51654;51654;51654;51654;ACIDENTE;CARAZINHO;RS;BRASIL;30/06/2014;21:12:00;SIM;0;1;NÃO
51674;51674;51674;51674;51674;INCIDENTE GRAVE;BELO HORIZONTE;MG;BRASIL;30/06/2014;15:36:00;SIM;3;1;NÃO
51694;51694;51694;51694;51694;INCIDENTE;RIO BRANCO;AC;BRASIL;01/07/2014;17:48:00;SIM;0;1;NÃO
51695;51695;51695;51695;51695;INCIDENTE;SÃO PAULO;SP;BRASIL;02/07/2014;18:17:00;***;0;1;NÃO
51594;51594;51594;51594;51594;INCIDENTE;CAMPINAS;SP;BRASIL;03/07/2014;13:30:00;***;0;1;NÃO
51597;51597;51597;51597;51597;ACIDENTE;FLORIANÓPOLIS;SC;BRASIL;03/07/2014;17:19:00;SIM;1;1;SIM
51711;51711;51711;51711;51711;INCIDENTE;CAMPINAS;SP;BRASIL;03/07/2014;15:10:00;***;0;1;NÃO
51712;51712;51712;51712;51712;INCIDENTE;BAURU;SP;BRASIL;03/07/2014;16:55:00;***;0;1;NÃO
51713;51713;51713;51713;51713;INCIDENTE;BELÉM;PA;BRASIL;03/07/2014;19:58:00;***;0;1;NÃO
51672;51672;51672;51672;51672;ACIDENTE;ARACAJU;SE;BRASIL;04/07/2014;18:52:00;***;0;1;NÃO
51655;51655;51655;51655;51655;ACIDENTE;BOA VISTA DO RAMOS;AM;BRASIL;05/07/2014;12:10:00;SIM;1;1;NÃO
51656;51656;51656;51656;51656;ACIDENTE;GUARARAPES;SP;BRASIL;05/07/2014;14:00:00;SIM;0;1;NÃO
51675;51675;51675;51675;51675;INCIDENTE GRAVE;PETROLINA DE GOIÁS;GO;BRASIL;05/07/2014;14:40:00;SIM;0;1;NÃO
51754;51754;51754;51754;51754;ACIDENTE;UBATUBA;SP;BRASIL;05/07/2014;18:30:00;***;0;1;NÃO
51765;51765;51765;51765;51765;INCIDENTE;MANAUS;AM;BRASIL;05/07/2014;13:57:00;SIM;0;1;NÃO
51766;51766;51766;51766;51766;INCIDENTE;RIBEIRÃO PRETO;SP;BRASIL;05/07/2014;19:30:00;***;0;1;NÃO
51753;51753;51753;51753;51753;ACIDENTE;BARRA DO BUGRES;MT;BRASIL;06/07/2014;19:05:00;SIM;0;1;SIM
51756;51756;51756;51756;51756;INCIDENTE GRAVE;ANÁPOLIS;GO;BRASIL;07/07/2014;12:46:00;***;0;1;NÃO
51734;51734;51734;51734;51734;INCIDENTE;SALVADOR;BA;BRASIL;08/07/2014;19:32:00;***;0;1;NÃO
51764;51764;51764;51764;51764;INCIDENTE;GUARULHOS;SP;BRASIL;08/07/2014;15:29:00;***;0;1;NÃO
51763;51763;51763;51763;51763;INCIDENTE;VITÓRIA DA CONQUISTA;BA;BRASIL;09/07/2014;08:51:00;***;0;1;NÃO
51671;51671;51671;51671;51671;ACIDENTE;MONTENEGRO;RS;BRASIL;10/07/2014;15:00:00;SIM;1;1;SIM
51761;51761;51761;51761;51761;INCIDENTE;ALTO ALEGRE;RR;BRASIL;10/07/2014;14:15:00;SIM;0;1;NÃO
51762;51762;51762;51762;51762;INCIDENTE;SÃO LUÍS;MA;BRASIL;10/07/2014;16:33:00;***;0;1;NÃO
51676;51676;51676;51676;51676;INCIDENTE GRAVE;MARANGUAPE;CE;BRASIL;11/07/2014;13:00:00;SIM;0;1;NÃO
51760;51760;51760;51760;51760;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;11/07/2014;21:50:00;SIM;0;1;NÃO
51720;51720;51720;51720;51720;ACIDENTE;BARREIRINHAS;MA;BRASIL;12/07/2014;20:00:00;***;0;1;NÃO
51755;51755;51755;51755;51755;INCIDENTE GRAVE;SANTA MÔNICA;PR;BRASIL;12/07/2014;13:30:00;SIM;0;1;SIM
51759;51759;51759;51759;51759;INCIDENTE;ANGRA DOS REIS;RJ;BRASIL;14/07/2014;19:25:00;***;0;1;NÃO
51716;51716;51716;51716;51716;ACIDENTE;NOVO AIRÃO;AM;BRASIL;16/07/2014;15:15:00;SIM;0;1;NÃO
51735;51735;51735;51735;51735;INCIDENTE;GOIÂNIA;GO;BRASIL;16/07/2014;19:58:00;***;0;1;NÃO
52298;52298;52298;52298;52298;INCIDENTE;GUARULHOS;SP;BRASIL;16/07/2014;15:20:00;***;0;1;NÃO
51732;51732;51732;51732;51732;INCIDENTE;MARABÁ;PA;BRASIL;18/07/2014;20:34:00;***;0;1;NÃO
51741;51741;51741;51741;51741;INCIDENTE;CONFINS;MG;BRASIL;19/07/2014;14:30:00;***;0;1;NÃO
51752;51752;51752;51752;51752;ACIDENTE;BEBEDOURO;SP;BRASIL;19/07/2014;18:10:00;SIM;0;1;NÃO
51733;51733;51733;51733;51733;INCIDENTE;LONDRINA;PR;BRASIL;20/07/2014;11:20:00;***;0;1;NÃO
52539;52539;52539;52539;52539;INCIDENTE;RIO CLARO;SP;BRASIL;20/07/2014;19:30:00;***;0;2;NÃO
51758;51758;51758;51758;51758;INCIDENTE;CAMPINAS;SP;BRASIL;22/07/2014;19:35:00;***;0;1;NÃO
51740;51740;51740;51740;51740;INCIDENTE;LAURO DE FREITAS;BA;BRASIL;23/07/2014;19:48:00;***;0;1;NÃO
52283;52283;52283;52283;52283;ACIDENTE;BARREIRAS;BA;BRASIL;24/07/2014;13:30:00;***;0;1;NÃO
52300;52300;52300;52300;52300;INCIDENTE;CURITIBA;PR;BRASIL;24/07/2014;13:16:00;***;0;1;NÃO
51751;51751;51751;51751;51751;ACIDENTE;NOVO PROGRESSO;PA;BRASIL;25/07/2014;11:53:00;SIM;0;1;NÃO
52301;52301;52301;52301;52301;INCIDENTE;CONFINS;MG;BRASIL;25/07/2014;21:40:00;***;0;1;NÃO
51991;51991;51991;51991;51991;ACIDENTE;FOZ DO IGUAÇU;PR;BRASIL;28/07/2014;17:30:00;***;0;1;NÃO
52302;52302;52302;52302;52302;INCIDENTE;CAMPINAS;SP;BRASIL;01/08/2014;01:01:00;***;0;1;NÃO
52303;52303;52303;52303;52303;INCIDENTE;MANAUS;AM;BRASIL;01/08/2014;14:48:00;SIM;0;1;NÃO
78819;78819;78819;78819;78819;INCIDENTE GRAVE;CAMPO GRANDE;MS;BRASIL;01/08/2014;21:05:00;***;0;1;NÃO
52571;52571;52571;52571;52571;INCIDENTE;GRAVATÁ;PE;BRASIL;02/08/2014;13:30:00;***;0;1;NÃO
52262;52262;52262;52262;52262;ACIDENTE;BALSAS;MA;BRASIL;03/08/2014;09:10:00;SIM;0;1;NÃO
52304;52304;52304;52304;52304;INCIDENTE;RIO CLARO;SP;BRASIL;04/08/2014;19:00:00;***;0;1;NÃO
52263;52263;52263;52263;52263;INCIDENTE GRAVE;SÃO JOSÉ DO RIO PRETO;SP;BRASIL;05/08/2014;18:30:00;SIM;0;1;NÃO
52305;52305;52305;52305;52305;INCIDENTE;ILHÉUS;BA;BRASIL;05/08/2014;19:45:00;***;0;1;NÃO
52306;52306;52306;52306;52306;INCIDENTE;JUNDIAÍ;SP;BRASIL;06/08/2014;19:00:00;***;0;1;SIM
52307;52307;52307;52307;52307;INCIDENTE;GUARULHOS;SP;BRASIL;08/08/2014;15:53:00;***;0;1;NÃO
52264;52264;52264;52264;52264;ACIDENTE;CAMPINAS;SP;BRASIL;11/08/2014;20:52:00;SIM;0;1;NÃO
52286;52286;52286;52286;52286;INCIDENTE GRAVE;CURITIBA;PR;BRASIL;11/08/2014;11:15:00;SIM;0;1;NÃO
52308;52308;52308;52308;52308;INCIDENTE;RIBEIRÃO PRETO;SP;BRASIL;11/08/2014;16:37:00;***;0;1;NÃO
52309;52309;52309;52309;52309;INCIDENTE;RIBEIRÃO PRETO;SP;BRASIL;11/08/2014;19:49:00;***;0;1;NÃO
52265;52265;52265;52265;52265;ACIDENTE;SANTOS;SP;BRASIL;13/08/2014;13:03:00;NULL;13;1;NÃO
52310;52310;52310;52310;52310;INCIDENTE;BRASÍLIA;DF;BRASIL;13/08/2014;10:45:00;***;0;1;NÃO
52287;52287;52287;52287;52287;INCIDENTE GRAVE;COARI;AM;BRASIL;16/08/2014;11:57:00;SIM;0;1;NÃO
52288;52288;52288;52288;52288;INCIDENTE GRAVE;SÃO JOÃO DA BOA VISTA;SP;BRASIL;16/08/2014;19:08:00;SIM;0;2;NÃO
52311;52311;52311;52311;52311;INCIDENTE;FOZ DO IGUAÇU;PR;BRASIL;16/08/2014;15:23:00;***;0;1;NÃO
52289;52289;52289;52289;52289;INCIDENTE GRAVE;BRASÍLIA;DF;BRASIL;17/08/2014;15:05:00;SIM;0;1;NÃO
52290;52290;52290;52290;52290;INCIDENTE GRAVE;REDENÇÃO;PA;BRASIL;19/08/2014;17:00:00;***;0;1;SIM
52291;52291;52291;52291;52291;INCIDENTE GRAVE;BELÉM;PA;BRASIL;19/08/2014;08:45:00;***;0;1;NÃO
52292;52292;52292;52292;52292;INCIDENTE GRAVE;RIO CLARO;SP;BRASIL;20/08/2014;16:50:00;SIM;0;1;SIM
52293;52293;52293;52293;52293;INCIDENTE GRAVE;UIRAMUTÃ;RR;BRASIL;20/08/2014;18:57:00;SIM;0;1;SIM
52312;52312;52312;52312;52312;INCIDENTE;BELO HORIZONTE;MG;BRASIL;20/08/2014;14:02:00;***;0;1;NÃO
52284;52284;52284;52284;52284;ACIDENTE;ANGRA DOS REIS;RJ;BRASIL;22/08/2014;14:30:00;***;0;1;NÃO
52271;52271;52271;52271;52271;ACIDENTE;GOIANIRA;GO;BRASIL;23/08/2014;13:30:00;SIM;1;1;NÃO
52273;52273;52273;52273;52273;ACIDENTE;FORTALEZA;CE;BRASIL;23/08/2014;17:34:00;SIM;0;1;NÃO
52285;52285;52285;52285;52285;INCIDENTE GRAVE;SÃO JOSÉ DOS CAMPOS;SP;BRASIL;23/08/2014;15:40:00;***;0;1;NÃO
52313;52313;52313;52313;52313;INCIDENTE;BELÉM;PA;BRASIL;23/08/2014;12:15:00;***;0;1;NÃO
53113;53113;53113;53113;53113;INCIDENTE GRAVE;CAMPO GRANDE;MS;BRASIL;23/08/2014;02:43:00;SIM;0;1;NÃO
52314;52314;52314;52314;52314;INCIDENTE;RIBEIRÃO PRETO;SP;BRASIL;24/08/2014;17:55:00;***;0;1;NÃO
52315;52315;52315;52315;52315;INCIDENTE;NAZARÉ PAULISTA;SP;BRASIL;24/08/2014;19:00:00;***;0;1;NÃO
52296;52296;52296;52296;52296;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;25/08/2014;16:10:00;***;0;1;NÃO
52316;52316;52316;52316;52316;INCIDENTE;CAMPINA GRANDE;PB;BRASIL;25/08/2014;10:24:00;***;0;1;NÃO
52317;52317;52317;52317;52317;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;25/08/2014;12:15:00;***;0;1;NÃO
52274;52274;52274;52274;52274;ACIDENTE;PIRAJUÍ;SP;BRASIL;27/08/2014;09:50:00;SIM;2;1;NÃO
52811;52811;52811;52811;52811;ACIDENTE;CAJAMAR;SP;BRASIL;27/08/2014;15:10:00;SIM;0;1;NÃO
52275;52275;52275;52275;52275;ACIDENTE;MUCAJAÍ;RR;BRASIL;28/08/2014;14:40:00;SIM;0;1;SIM
52318;52318;52318;52318;52318;INCIDENTE;CAMPINAS;SP;BRASIL;28/08/2014;12:10:00;***;0;1;NÃO
52331;52331;52331;52331;52331;INCIDENTE;GOIÂNIA;GO;BRASIL;29/08/2014;13:36:00;***;0;1;NÃO
52276;52276;52276;52276;52276;ACIDENTE;CUMARU DO NORTE;PA;BRASIL;30/08/2014;13:10:00;SIM;0;1;NÃO
52277;52277;52277;52277;52277;ACIDENTE;CURITIBA;PR;BRASIL;30/08/2014;16:24:00;SIM;0;1;NÃO
52332;52332;52332;52332;52332;INCIDENTE;SÃO JOSÉ DOS PINHAIS;PR;BRASIL;30/08/2014;12:07:00;***;0;1;NÃO
52278;52278;52278;52278;52278;ACIDENTE;CANDÓI;PR;BRASIL;31/08/2014;19:50:00;SIM;0;1;NÃO
52343;52343;52343;52343;52343;INCIDENTE;LONDRINA;PR;BRASIL;31/08/2014;18:00:00;***;0;2;NÃO
52631;52631;52631;52631;52631;ACIDENTE;MARINGÁ;PR;BRASIL;31/08/2014;14:15:00;SIM;0;1;NÃO
52295;52295;52295;52295;52295;INCIDENTE GRAVE;MANAUS;AM;BRASIL;01/09/2014;12:57:00;SIM;1;1;NÃO
52333;52333;52333;52333;52333;INCIDENTE;RIBEIRÃO PRETO;SP;BRASIL;01/09/2014;09:25:00;***;0;1;NÃO
52334;52334;52334;52334;52334;INCIDENTE;CUIABÁ;MT;BRASIL;01/09/2014;20:30:00;***;0;1;NÃO
52335;52335;52335;52335;52335;INCIDENTE;MACEIÓ;AL;BRASIL;02/09/2014;19:35:00;***;0;1;NÃO
52674;52674;52674;52674;52674;ACIDENTE;PIRACURUCA;PI;BRASIL;02/09/2014;19:00:00;SIM;0;1;NÃO
52297;52297;52297;52297;52297;INCIDENTE;RONDONÓPOLIS;MT;BRASIL;04/09/2014;19:55:00;***;0;1;NÃO
52336;52336;52336;52336;52336;INCIDENTE;EIRUNEPÉ;AM;BRASIL;04/09/2014;13:20:00;SIM;0;1;NÃO
52279;52279;52279;52279;52279;ACIDENTE;TANGARÁ DA SERRA;MT;BRASIL;07/09/2014;16:00:00;SIM;3;1;NÃO
52572;52572;52572;52572;52572;INCIDENTE;FORTALEZA;CE;BRASIL;08/09/2014;11:45:00;***;0;1;NÃO
52280;52280;52280;52280;52280;ACIDENTE;LENÇÓIS;BA;BRASIL;10/09/2014;16:05:00;***;0;1;NÃO
52591;52591;52591;52591;52591;INCIDENTE;CAMPINAS;SP;BRASIL;10/09/2014;20:50:00;***;0;1;NÃO
52337;52337;52337;52337;52337;INCIDENTE;SÃO PAULO;SP;BRASIL;11/09/2014;21:30:00;***;0;1;NÃO
52592;52592;52592;52592;52592;INCIDENTE;PARAUAPEBAS;PA;BRASIL;11/09/2014;21:30:00;***;0;1;NÃO
52281;52281;52281;52281;52281;ACIDENTE;BRAGANÇA PAULISTA;SP;BRASIL;12/09/2014;19:41:00;***;0;1;NÃO
52231;52231;52231;52231;52231;INCIDENTE GRAVE;GOIÂNIA;GO;BRASIL;13/09/2014;21:14:00;SIM;0;1;SIM
52338;52338;52338;52338;52338;INCIDENTE;BRASÍLIA;DF;BRASIL;13/09/2014;18:30:00;***;0;1;NÃO
52282;52282;52282;52282;52282;ACIDENTE;BOA VISTA DO TUPIM;BA;BRASIL;15/09/2014;18:15:00;***;0;1;NÃO
52594;52594;52594;52594;52594;INCIDENTE;SÃO PAULO;SP;BRASIL;15/09/2014;17:15:00;***;0;1;NÃO
52595;52595;52595;52595;52595;INCIDENTE;MARABÁ;PA;BRASIL;15/09/2014;15:30:00;***;0;1;NÃO
52551;52551;52551;52551;52551;INCIDENTE GRAVE;BELÉM;PA;BRASIL;16/09/2014;12:00:00;SIM;0;1;SIM
52344;52344;52344;52344;52344;INCIDENTE;BELO HORIZONTE;MG;BRASIL;17/09/2014;18:23:00;***;0;1;NÃO
52345;52345;52345;52345;52345;INCIDENTE;SANTA CRUZ DO SUL;RS;BRASIL;17/09/2014;15:45:00;***;0;2;NÃO
52597;52597;52597;52597;52597;INCIDENTE;UBERLÂNDIA;MG;BRASIL;17/09/2014;15:10:00;***;0;1;NÃO
52598;52598;52598;52598;52598;INCIDENTE;MARABÁ;PA;BRASIL;17/09/2014;19:20:00;***;0;1;NÃO
52599;52599;52599;52599;52599;INCIDENTE;GOIÂNIA;GO;BRASIL;18/09/2014;14:15:00;***;0;1;NÃO
52600;52600;52600;52600;52600;INCIDENTE;LONDRINA;PR;BRASIL;18/09/2014;23:07:00;***;0;1;NÃO
52531;52531;52531;52531;52531;ACIDENTE;FORMOSA;GO;BRASIL;19/09/2014;16:30:00;***;0;1;NÃO
