codigo_ocorrencia;codigo_ocorrencia1;codigo_ocorrencia2;codigo_ocorrencia3;codigo_ocorrencia4;ocorrencia_classificacao;ocorrencia_cidade;ocorrencia_uf;ocorrencia_pais;ocorrencia_dia;ocorrencia_hora;investigacao_aeronave_liberada;total_recomendacoes;total_aeronaves_envolvidas;ocorrencia_saida_pista
46111;46111;46111;46111;46111;INCIDENTE;RECIFE;PE;BRASIL;03/05/2012;11:28:00;***;0;1;NÃO
45912;45912;45912;45912;45912;INCIDENTE GRAVE;MUCAJAÍ;RR;BRASIL;04/05/2012;19:30:00;SIM;0;1;NÃO
45822;45822;45822;45822;45822;ACIDENTE;PORTO VELHO;RO;BRASIL;05/05/2012;11:15:00;SIM;0;1;NÃO
45830;45830;45830;45830;45830;INCIDENTE GRAVE;FORMOSA;GO;BRASIL;06/05/2012;19:00:00;***;0;1;SIM
45841;45841;45841;45841;45841;INCIDENTE;RIO BRANCO;AC;BRASIL;07/05/2012;23:42:00;SIM;0;1;NÃO
46847;46847;46847;46847;46847;ACIDENTE;MARECHAL CÂNDIDO RONDON;PR;BRASIL;07/05/2012;20:25:00;SIM;2;1;NÃO
45819;45819;45819;45819;45819;ACIDENTE;PIRANHAS;GO;BRASIL;08/05/2012;19:30:00;SIM;2;1;NÃO
46072;46072;46072;46072;46072;INCIDENTE;UBERABA;MG;BRASIL;09/05/2012;10:50:00;***;0;1;NÃO
45829;45829;45829;45829;45829;ACIDENTE;SANTA MARIANA;PR;BRASIL;10/05/2012;12:00:00;SIM;0;1;NÃO
45853;45853;45853;45853;45853;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;10/05/2012;14:50:00;***;0;1;NÃO
45849;45849;45849;45849;45849;INCIDENTE;SÃO JOSÉ DO RIO PRETO;SP;BRASIL;16/05/2012;11:00:00;***;0;1;NÃO
45856;45856;45856;45856;45856;INCIDENTE GRAVE;PRESIDENTE FIGUEIREDO;AM;BRASIL;16/05/2012;19:30:00;SIM;0;1;NÃO
45892;45892;45892;45892;45892;INCIDENTE;CONFINS;MG;BRASIL;16/05/2012;17:50:00;***;0;1;NÃO
45894;45894;45894;45894;45894;ACIDENTE;AFUÁ;PA;BRASIL;16/05/2012;12:10:00;NULL;0;1;NÃO
45854;45854;45854;45854;45854;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;17/05/2012;19:40:00;***;0;1;NÃO
45895;45895;45895;45895;45895;INCIDENTE;SALVADOR;BA;BRASIL;17/05/2012;09:55:00;***;0;1;NÃO
45857;45857;45857;45857;45857;ACIDENTE;SÃO PAULO;SP;BRASIL;18/05/2012;10:17:00;***;1;1;NÃO
45862;45862;45862;45862;45862;INCIDENTE;RIBEIRÃO PRETO;SP;BRASIL;18/05/2012;17:56:00;***;0;1;NÃO
45865;45865;45865;45865;45865;INCIDENTE;ITÁPOLIS;SP;BRASIL;18/05/2012;19:45:00;***;0;1;NÃO
45867;45867;45867;45867;45867;INCIDENTE GRAVE;SÃO PAULO;SP;BRASIL;18/05/2012;15:00:00;***;0;1;NÃO
45859;45859;45859;45859;45859;INCIDENTE GRAVE;AMARGOSA;BA;BRASIL;19/05/2012;13:40:00;SIM;2;1;NÃO
45861;45861;45861;45861;45861;INCIDENTE;PARNAMIRIM;RN;BRASIL;19/05/2012;10:40:00;***;0;1;NÃO
45944;45944;45944;45944;45944;INCIDENTE;CAMPINAS;SP;BRASIL;19/05/2012;10:28:00;***;0;1;NÃO
45866;45866;45866;45866;45866;ACIDENTE;DRACENA;SP;BRASIL;20/05/2012;19:35:00;SIM;1;1;NÃO
45890;45890;45890;45890;45890;ACIDENTE;IMBITUBA;SC;BRASIL;20/05/2012;17:40:00;SIM;0;1;NÃO
45903;45903;45903;45903;45903;INCIDENTE;GOIÂNIA;GO;BRASIL;20/05/2012;21:17:00;***;0;2;NÃO
45889;45889;45889;45889;45889;INCIDENTE;BOTUCATU;SP;BRASIL;22/05/2012;13:30:00;***;0;1;NÃO
52059;52059;52059;52059;52059;INCIDENTE;RECIFE;PE;BRASIL;22/05/2012;13:07:00;***;0;1;NÃO
45891;45891;45891;45891;45891;INCIDENTE GRAVE;TOLEDO;PR;BRASIL;23/05/2012;11:35:00;SIM;0;1;NÃO
45915;45915;45915;45915;45915;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;23/05/2012;14:30:00;***;0;1;NÃO
46049;46049;46049;46049;46049;INCIDENTE GRAVE;ITAPIRANGA;AM;BRASIL;23/05/2012;20:20:00;SIM;1;1;NÃO
45860;45860;45860;45860;45860;INCIDENTE;RIO BRANCO;AC;BRASIL;24/05/2012;03:10:00;SIM;0;1;NÃO
45887;45887;45887;45887;45887;INCIDENTE;JUNDIAÍ;SP;BRASIL;24/05/2012;19:23:00;***;0;1;NÃO
45913;45913;45913;45913;45913;ACIDENTE;ALCÂNTARA;MA;BRASIL;25/05/2012;20:45:00;NULL;0;1;NÃO
45916;45916;45916;45916;45916;INCIDENTE;RECIFE;PE;BRASIL;25/05/2012;18:00:00;***;0;1;NÃO
45941;45941;45941;45941;45941;INCIDENTE GRAVE;SALTO DE PIRAPORA;SP;BRASIL;25/05/2012;20:15:00;SIM;0;1;SIM
46701;46701;46701;46701;46701;INCIDENTE;SÃO PAULO;SP;BRASIL;25/05/2012;15:40:00;***;0;1;NÃO
52240;52240;52240;52240;52240;INCIDENTE GRAVE;CASCAVEL;PR;BRASIL;25/05/2012;20:45:00;SIM;0;1;NÃO
45927;45927;45927;45927;45927;ACIDENTE;TATUÍ;SP;BRASIL;26/05/2012;12:30:00;SIM;0;1;NÃO
45929;45929;45929;45929;45929;ACIDENTE;BELO HORIZONTE;MG;BRASIL;26/05/2012;11:00:00;SIM;0;1;SIM
45950;45950;45950;45950;45950;INCIDENTE;SÃO PAULO;SP;BRASIL;26/05/2012;19:30:00;***;0;1;SIM
45928;45928;45928;45928;45928;ACIDENTE;DELTA;MG;BRASIL;27/05/2012;14:00:00;***;0;1;NÃO
45902;45902;45902;45902;45902;ACIDENTE;PONTA GROSSA;PR;BRASIL;28/05/2012;20:25:00;SIM;0;1;NÃO
45939;45939;45939;45939;45939;ACIDENTE;UMUARAMA;PR;BRASIL;30/05/2012;19:00:00;***;0;1;NÃO
45904;45904;45904;45904;45904;INCIDENTE;BELO HORIZONTE;MG;BRASIL;31/05/2012;00:03:00;***;0;1;NÃO
45898;45898;45898;45898;45898;INCIDENTE;JUNDIAÍ;SP;BRASIL;01/06/2012;16:54:00;***;0;1;NÃO
45901;45901;45901;45901;45901;ACIDENTE;BELÉM;PA;BRASIL;01/06/2012;15:08:00;SIM;0;1;NÃO
45900;45900;45900;45900;45900;ACIDENTE;SÃO PAULO;SP;BRASIL;02/06/2012;12:29:00;SIM;1;1;NÃO
45897;45897;45897;45897;45897;INCIDENTE;JUNDIAÍ;SP;BRASIL;03/06/2012;20:28:00;***;0;1;NÃO
45899;45899;45899;45899;45899;ACIDENTE;RIO CLARO;SP;BRASIL;03/06/2012;19:40:00;SIM;0;1;NÃO
45918;45918;45918;45918;45918;INCIDENTE;ILHÉUS;BA;BRASIL;05/06/2012;18:34:00;***;0;1;NÃO
45933;45933;45933;45933;45933;ACIDENTE;BARÃO DE MELGAÇO;MT;BRASIL;05/06/2012;20:30:00;SIM;0;1;NÃO
45914;45914;45914;45914;45914;ACIDENTE;MACAÉ;RJ;BRASIL;06/06/2012;21:35:00;SIM;0;1;NÃO
45932;45932;45932;45932;45932;INCIDENTE GRAVE;GOIÂNIA;GO;BRASIL;06/06/2012;14:05:00;SIM;1;1;SIM
45943;45943;45943;45943;45943;INCIDENTE;VITÓRIA;ES;BRASIL;07/06/2012;12:00:00;***;0;1;NÃO
45980;45980;45980;45980;45980;INCIDENTE;SALVADOR;BA;BRASIL;07/06/2012;18:24:00;***;0;1;NÃO
46117;46117;46117;46117;46117;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;08/06/2012;20:55:00;***;0;1;NÃO
45917;45917;45917;45917;45917;INCIDENTE;SALVADOR;BA;BRASIL;11/06/2012;19:30:00;***;0;1;NÃO
45946;45946;45946;45946;45946;INCIDENTE;CABO FRIO;RJ;BRASIL;11/06/2012;14:50:00;***;0;1;NÃO
45931;45931;45931;45931;45931;INCIDENTE GRAVE;BELO HORIZONTE;MG;BRASIL;12/06/2012;18:40:00;SIM;0;1;NÃO
45936;45936;45936;45936;45936;ACIDENTE;SINOP;MT;BRASIL;13/06/2012;11:50:00;SIM;0;1;NÃO
45945;45945;45945;45945;45945;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;13/06/2012;21:00:00;***;0;1;NÃO
45981;45981;45981;45981;45981;INCIDENTE;VÁRZEA GRANDE;MT;BRASIL;13/06/2012;10:51:00;***;0;1;NÃO
45989;45989;45989;45989;45989;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;13/06/2012;23:00:00;***;0;1;NÃO
45934;45934;45934;45934;45934;ACIDENTE;PAÇO DO LUMIAR;MA;BRASIL;14/06/2012;19:40:00;SIM;2;1;NÃO
45982;45982;45982;45982;45982;INCIDENTE;BELÉM;PA;BRASIL;15/06/2012;00:06:00;***;0;1;NÃO
45964;45964;45964;45964;45964;INCIDENTE;SÃO PAULO;SP;BRASIL;16/06/2012;13:15:00;***;0;1;NÃO
46180;46180;46180;46180;46180;ACIDENTE;AURIFLAMA;SP;BRASIL;16/06/2012;19:30:00;***;0;1;NÃO
46032;46032;46032;46032;46032;INCIDENTE;GUARULHOS;SP;BRASIL;17/06/2012;13:36:00;***;0;1;NÃO
45983;45983;45983;45983;45983;INCIDENTE;BELO HORIZONTE;MG;BRASIL;18/06/2012;09:16:00;***;0;1;NÃO
45942;45942;45942;45942;45942;INCIDENTE;ARARAS;SP;BRASIL;19/06/2012;13:40:00;***;0;1;NÃO
45972;45972;45972;45972;45972;INCIDENTE;CURITIBA;PR;BRASIL;19/06/2012;15:00:00;***;0;1;NÃO
46116;46116;46116;46116;46116;INCIDENTE;VARGINHA;MG;BRASIL;19/06/2012;19:54:00;SIM;0;1;NÃO
45935;45935;45935;45935;45935;INCIDENTE;GOIÂNIA;GO;BRASIL;20/06/2012;09:10:00;***;0;1;NÃO
45938;45938;45938;45938;45938;ACIDENTE;ALTO HORIZONTE;GO;BRASIL;20/06/2012;16:15:00;***;0;1;NÃO
45947;45947;45947;45947;45947;INCIDENTE;VITÓRIA;ES;BRASIL;20/06/2012;14:30:00;***;0;1;NÃO
45951;45951;45951;45951;45951;INCIDENTE;VITÓRIA;ES;BRASIL;21/06/2012;15:00:00;***;0;1;NÃO
45952;45952;45952;45952;45952;INCIDENTE;COARI;AM;BRASIL;21/06/2012;12:15:00;SIM;0;1;NÃO
45985;45985;45985;45985;45985;INCIDENTE;GUARULHOS;SP;BRASIL;21/06/2012;13:55:00;***;0;1;NÃO
45937;45937;45937;45937;45937;ACIDENTE;CANARANA;MT;BRASIL;22/06/2012;14:00:00;SIM;0;1;SIM
45959;45959;45959;45959;45959;INCIDENTE;BELO HORIZONTE;MG;BRASIL;22/06/2012;14:32:00;***;0;1;NÃO
45973;45973;45973;45973;45973;INCIDENTE;MANAUS;AM;BRASIL;22/06/2012;14:30:00;SIM;0;1;NÃO
46022;46022;46022;46022;46022;INCIDENTE;MOGI DAS CRUZES;SP;BRASIL;22/06/2012;20:20:00;***;0;1;NÃO
46026;46026;46026;46026;46026;INCIDENTE GRAVE;BRASÍLIA;DF;BRASIL;22/06/2012;12:30:00;SIM;1;1;NÃO
46106;46106;46106;46106;46106;INCIDENTE;VITÓRIA;ES;BRASIL;22/06/2012;12:28:00;***;0;1;NÃO
45960;45960;45960;45960;45960;INCIDENTE;BELO HORIZONTE;MG;BRASIL;23/06/2012;19:01:00;***;0;1;NÃO
46158;46158;46158;46158;46158;INCIDENTE;BELÉM;PA;BRASIL;23/06/2012;11:50:00;***;0;1;NÃO
45949;45949;45949;45949;45949;INCIDENTE;SÃO JOSÉ DOS CAMPOS;SP;BRASIL;24/06/2012;11:40:00;***;0;1;NÃO
45948;45948;45948;45948;45948;INCIDENTE;JUNDIAÍ;SP;BRASIL;25/06/2012;15:18:00;***;0;1;NÃO
46197;46197;46197;46197;46197;INCIDENTE;OSÓRIO;RS;BRASIL;26/06/2012;17:00:00;***;0;1;NÃO
46029;46029;46029;46029;46029;INCIDENTE;COARI;AM;BRASIL;28/06/2012;12:00:00;SIM;0;1;NÃO
46019;46019;46019;46019;46019;INCIDENTE;SÃO PAULO;SP;BRASIL;29/06/2012;01:35:00;***;0;1;NÃO
46038;46038;46038;46038;46038;ACIDENTE;BAURU;SP;BRASIL;29/06/2012;17:50:00;SIM;0;1;SIM
46036;46036;46036;46036;46036;INCIDENTE;BELÉM;PA;BRASIL;30/06/2012;15:51:00;***;0;1;NÃO
46043;46043;46043;46043;46043;INCIDENTE GRAVE;MARICÁ;RJ;BRASIL;30/06/2012;14:05:00;SIM;0;1;SIM
46045;46045;46045;46045;46045;ACIDENTE;PRATA;MG;BRASIL;30/06/2012;23:00:00;***;0;1;NÃO
46096;46096;46096;46096;46096;INCIDENTE;FOZ DO IGUAÇU;PR;BRASIL;30/06/2012;13:52:00;***;0;1;NÃO
46155;46155;46155;46155;46155;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;30/06/2012;15:40:00;***;0;1;NÃO
46024;46024;46024;46024;46024;INCIDENTE GRAVE;CURITIBA;PR;BRASIL;01/07/2012;11:05:00;SIM;0;1;SIM
46046;46046;46046;46046;46046;INCIDENTE;MARINGÁ;PR;BRASIL;01/07/2012;12:30:00;***;0;1;NÃO
46042;46042;46042;46042;46042;INCIDENTE GRAVE;ARACATU;BA;BRASIL;02/07/2012;10:45:00;SIM;3;1;NÃO
46073;46073;46073;46073;46073;INCIDENTE;GUARULHOS;SP;BRASIL;03/07/2012;02:55:00;***;0;1;NÃO
46110;46110;46110;46110;46110;INCIDENTE;GOIÂNIA;GO;BRASIL;03/07/2012;09:01:00;***;0;1;NÃO
46156;46156;46156;46156;46156;INCIDENTE;GOIÂNIA;GO;BRASIL;03/07/2012;11:55:00;***;0;1;NÃO
46095;46095;46095;46095;46095;ACIDENTE;NOVA UBIRATÃ;MT;BRASIL;04/07/2012;14:35:00;***;0;1;NÃO
46093;46093;46093;46093;46093;ACIDENTE;ESPINOSA;MG;BRASIL;06/07/2012;13:50:00;SIM;2;1;NÃO
46157;46157;46157;46157;46157;INCIDENTE;PORTO ALEGRE;RS;BRASIL;06/07/2012;13:11:00;***;0;1;NÃO
46161;46161;46161;46161;46161;INCIDENTE;GUARULHOS;SP;BRASIL;06/07/2012;09:30:00;***;0;1;NÃO
46094;46094;46094;46094;46094;ACIDENTE;ALTO GARÇAS;MT;BRASIL;07/07/2012;14:30:00;SIM;0;1;SIM
46178;46178;46178;46178;46178;ACIDENTE;GENERAL CARNEIRO;MT;BRASIL;07/07/2012;09:20:00;***;0;1;NÃO
46092;46092;46092;46092;46092;ACIDENTE;BOITUVA;SP;BRASIL;09/07/2012;17:00:00;SIM;7;1;NÃO
46105;46105;46105;46105;46105;INCIDENTE;CAMPINAS;SP;BRASIL;09/07/2012;22:55:00;***;0;1;NÃO
46196;46196;46196;46196;46196;INCIDENTE;OSÓRIO;RS;BRASIL;09/07/2012;12:00:00;***;0;1;NÃO
46098;46098;46098;46098;46098;INCIDENTE;BELO HORIZONTE;MG;BRASIL;10/07/2012;20:25:00;***;0;1;NÃO
46159;46159;46159;46159;46159;INCIDENTE;SÃO PAULO;SP;BRASIL;11/07/2012;19:50:00;***;0;1;NÃO
46305;46305;46305;46305;46305;ACIDENTE;SÃO PAULO;SP;BRASIL;11/07/2012;13:17:00;SIM;2;1;NÃO
46152;46152;46152;46152;46152;ACIDENTE;ANGRA DOS REIS;RJ;BRASIL;12/07/2012;20:15:00;SIM;1;1;NÃO
46154;46154;46154;46154;46154;INCIDENTE GRAVE;UBERABA;MG;BRASIL;12/07/2012;19:32:00;SIM;0;1;NÃO
46160;46160;46160;46160;46160;INCIDENTE;CARAUARI;AM;BRASIL;13/07/2012;11:40:00;SIM;0;1;NÃO
46189;46189;46189;46189;46189;INCIDENTE;SÃO PAULO;SP;BRASIL;13/07/2012;18:50:00;***;0;1;NÃO
46153;46153;46153;46153;46153;ACIDENTE;UAUÁ;BA;BRASIL;14/07/2012;14:40:00;***;0;1;NÃO
46190;46190;46190;46190;46190;INCIDENTE;LONDRINA;PR;BRASIL;15/07/2012;18:37:00;***;0;1;NÃO
46179;46179;46179;46179;46179;ACIDENTE;SANTA FÉ DO SUL;SP;BRASIL;16/07/2012;12:00:00;SIM;0;1;NÃO
46191;46191;46191;46191;46191;INCIDENTE;MACAÉ;RJ;BRASIL;16/07/2012;11:42:00;***;0;1;NÃO
46653;46653;46653;46653;46653;INCIDENTE;CAMPINAS;SP;BRASIL;17/07/2012;23:14:00;***;0;1;NÃO
46671;46671;46671;46671;46671;INCIDENTE;BOA VISTA;RR;BRASIL;17/07/2012;12:20:00;SIM;0;1;NÃO
46192;46192;46192;46192;46192;INCIDENTE;DOURADOS;MS;BRASIL;20/07/2012;10:02:00;***;0;1;NÃO
46187;46187;46187;46187;46187;INCIDENTE GRAVE;BARRO DURO;PI;BRASIL;21/07/2012;11:35:00;SIM;4;1;NÃO
46170;46170;46170;46170;46170;ACIDENTE;BEBEDOURO;SP;BRASIL;22/07/2012;16:00:00;SIM;2;1;NÃO
46214;46214;46214;46214;46214;INCIDENTE;MACAÉ;RJ;BRASIL;22/07/2012;19:21:00;***;0;1;NÃO
46181;46181;46181;46181;46181;INCIDENTE GRAVE;JUNDIAÍ;SP;BRASIL;23/07/2012;19:00:00;SIM;0;1;SIM
46193;46193;46193;46193;46193;INCIDENTE;UIRAMUTÃ;RR;BRASIL;23/07/2012;13:20:00;SIM;0;1;NÃO
46171;46171;46171;46171;46171;ACIDENTE;MARICÁ;RJ;BRASIL;24/07/2012;19:15:00;SIM;0;1;NÃO
46172;46172;46172;46172;46172;ACIDENTE;RIO DE JANEIRO;RJ;BRASIL;24/07/2012;19:10:00;SIM;1;1;NÃO
46194;46194;46194;46194;46194;INCIDENTE;MACAÉ;RJ;BRASIL;24/07/2012;13:40:00;***;0;1;NÃO
46210;46210;46210;46210;46210;INCIDENTE;MACAÉ;RJ;BRASIL;25/07/2012;16:20:00;***;0;1;NÃO
46211;46211;46211;46211;46211;INCIDENTE;PARAUAPEBAS;PA;BRASIL;26/07/2012;17:20:00;***;0;1;NÃO
46212;46212;46212;46212;46212;INCIDENTE;CURITIBA;PR;BRASIL;26/07/2012;23:10:00;***;0;1;NÃO
46339;46339;46339;46339;46339;ACIDENTE;CARAGUATATUBA;SP;BRASIL;26/07/2012;12:00:00;***;0;1;NÃO
46173;46173;46173;46173;46173;ACIDENTE;IPIGUÁ;SP;BRASIL;28/07/2012;16:30:00;***;0;1;NÃO
46198;46198;46198;46198;46198;INCIDENTE;PIRACICABA;SP;BRASIL;28/07/2012;16:00:00;***;0;1;NÃO
46202;46202;46202;46202;46202;ACIDENTE;JUIZ DE FORA;MG;BRASIL;28/07/2012;10:45:00;SIM;1;1;NÃO
52060;52060;52060;52060;52060;INCIDENTE;NAVIRAÍ;MS;BRASIL;28/07/2012;19:00:00;***;0;1;NÃO
46188;46188;46188;46188;46188;INCIDENTE GRAVE;JUNDIAÍ;SP;BRASIL;29/07/2012;14:46:00;***;0;1;NÃO
46195;46195;46195;46195;46195;INCIDENTE;SÃO PAULO;SP;BRASIL;29/07/2012;15:05:00;***;0;1;NÃO
46215;46215;46215;46215;46215;INCIDENTE;MACAÉ;RJ;BRASIL;30/07/2012;16:15:00;***;0;1;NÃO
46213;46213;46213;46213;46213;INCIDENTE;CURITIBA;PR;BRASIL;31/07/2012;12:21:00;***;0;1;NÃO
46201;46201;46201;46201;46201;ACIDENTE;ALTO ALEGRE;RR;BRASIL;01/08/2012;16:20:00;SIM;1;1;NÃO
46217;46217;46217;46217;46217;INCIDENTE;BRASÍLIA;DF;BRASIL;01/08/2012;10:33:00;***;0;1;NÃO
46218;46218;46218;46218;46218;INCIDENTE;BELO HORIZONTE;MG;BRASIL;01/08/2012;12:49:00;***;0;1;NÃO
46200;46200;46200;46200;46200;ACIDENTE;GOIÂNIA;GO;BRASIL;02/08/2012;12:40:00;SIM;0;1;NÃO
46216;46216;46216;46216;46216;INCIDENTE;JUNDIAÍ;SP;BRASIL;03/08/2012;20:00:00;***;0;1;NÃO
46209;46209;46209;46209;46209;INCIDENTE GRAVE;ALTAMIRA;PA;BRASIL;04/08/2012;10:10:00;SIM;2;1;NÃO
46522;46522;46522;46522;46522;INCIDENTE;SOROCABA;SP;BRASIL;04/08/2012;23:00:00;***;0;1;NÃO
46199;46199;46199;46199;46199;ACIDENTE;TEFÉ;AM;BRASIL;05/08/2012;15:00:00;SIM;3;1;NÃO
46219;46219;46219;46219;46219;INCIDENTE;BRASÍLIA;DF;BRASIL;06/08/2012;22:02:00;***;4;1;NÃO
46682;46682;46682;46682;46682;INCIDENTE;SALVADOR;BA;BRASIL;06/08/2012;12:15:00;***;0;1;NÃO
46261;46261;46261;46261;46261;ACIDENTE;PORTO SEGURO;BA;BRASIL;08/08/2012;18:50:00;SIM;1;1;NÃO
46280;46280;46280;46280;46280;INCIDENTE GRAVE;SÃO SEPÉ;RS;BRASIL;08/08/2012;20:00:00;SIM;0;1;NÃO
46299;46299;46299;46299;46299;INCIDENTE;TATUÍ;SP;BRASIL;08/08/2012;15:00:00;***;0;1;NÃO
46300;46300;46300;46300;46300;INCIDENTE;MOSSORÓ;RN;BRASIL;08/08/2012;14:30:00;SIM;2;1;NÃO
46681;46681;46681;46681;46681;INCIDENTE;BELÉM;PA;BRASIL;08/08/2012;22:59:00;***;0;1;NÃO
52061;52061;52061;52061;52061;INCIDENTE;MANAUS;AM;BRASIL;08/08/2012;10:32:00;SIM;0;1;NÃO
52062;52062;52062;52062;52062;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;09/08/2012;19:12:00;***;0;1;NÃO
46281;46281;46281;46281;46281;INCIDENTE GRAVE;MANAUS;AM;BRASIL;10/08/2012;12:20:00;SIM;1;1;SIM
46282;46282;46282;46282;46282;INCIDENTE GRAVE;COARI;AM;BRASIL;12/08/2012;12:20:00;SIM;0;1;NÃO
46298;46298;46298;46298;46298;INCIDENTE;CASCAVEL;PR;BRASIL;12/08/2012;18:00:00;***;0;1;SIM
46347;46347;46347;46347;46347;INCIDENTE;JUNDIAÍ;SP;BRASIL;12/08/2012;15:15:00;***;0;1;NÃO
46260;46260;46260;46260;46260;ACIDENTE;TARUMIRIM;MG;BRASIL;14/08/2012;19:50:00;SIM;1;1;NÃO
46297;46297;46297;46297;46297;INCIDENTE;CONFINS;MG;BRASIL;14/08/2012;18:22:00;***;0;1;NÃO
46279;46279;46279;46279;46279;INCIDENTE GRAVE;ITÁPOLIS;SP;BRASIL;15/08/2012;20:40:00;***;0;1;NÃO
46672;46672;46672;46672;46672;INCIDENTE;COARI;AM;BRASIL;15/08/2012;20:33:00;SIM;0;1;NÃO
52063;52063;52063;52063;52063;INCIDENTE;CABO FRIO;RJ;BRASIL;15/08/2012;15:00:00;***;0;1;NÃO
46253;46253;46253;46253;46253;ACIDENTE;ATIBAIA;SP;BRASIL;16/08/2012;14:45:00;SIM;0;1;NÃO
46259;46259;46259;46259;46259;ACIDENTE;CAMPINAS;SP;BRASIL;17/08/2012;15:10:00;SIM;0;1;SIM
46263;46263;46263;46263;46263;INCIDENTE GRAVE;RIO DE JANEIRO;RJ;BRASIL;17/08/2012;15:15:00;SIM;3;1;SIM
46336;46336;46336;46336;46336;ACIDENTE;ATIBAIA;SP;BRASIL;17/08/2012;18:10:00;SIM;0;1;NÃO
46345;46345;46345;46345;46345;INCIDENTE;CAMPINAS;SP;BRASIL;17/08/2012;15:05:00;***;0;1;NÃO
46255;46255;46255;46255;46255;ACIDENTE;SANTA BÁRBARA D'OESTE;SP;BRASIL;18/08/2012;12:40:00;***;2;2;NÃO
52064;52064;52064;52064;52064;INCIDENTE;RIO BRANCO;AC;BRASIL;18/08/2012;22:00:00;SIM;0;1;NÃO
46258;46258;46258;46258;46258;ACIDENTE;ITAQUAQUECETUBA;SP;BRASIL;19/08/2012;18:05:00;SIM;0;1;NÃO
46301;46301;46301;46301;46301;INCIDENTE;TERESINA;PI;BRASIL;19/08/2012;09:40:00;***;0;1;NÃO
46346;46346;46346;46346;46346;INCIDENTE;SÃO PAULO;SP;BRASIL;19/08/2012;18:30:00;***;0;1;NÃO
46256;46256;46256;46256;46256;ACIDENTE;BELO HORIZONTE;MG;BRASIL;20/08/2012;17:50:00;SIM;3;1;NÃO
46264;46264;46264;46264;46264;INCIDENTE GRAVE;COROMANDEL;MG;BRASIL;20/08/2012;17:40:00;***;0;1;NÃO
46302;46302;46302;46302;46302;INCIDENTE;CASCAVEL;PR;BRASIL;20/08/2012;16:55:00;***;0;1;SIM
46344;46344;46344;46344;46344;INCIDENTE;BODOQUENA;MS;BRASIL;20/08/2012;05:50:00;***;0;1;NÃO
46257;46257;46257;46257;46257;ACIDENTE;JURUÁ;AM;BRASIL;21/08/2012;18:50:00;SIM;0;1;NÃO
46348;46348;46348;46348;46348;INCIDENTE;SÃO PAULO;SP;BRASIL;21/08/2012;00:30:00;***;0;1;NÃO
46435;46435;46435;46435;46435;ACIDENTE;PALMEIRA;PR;BRASIL;21/08/2012;20:15:00;SIM;3;1;NÃO
46688;46688;46688;46688;46688;INCIDENTE;LONDRINA;PR;BRASIL;21/08/2012;23:00:00;***;0;1;NÃO
46846;46846;46846;46846;46846;ACIDENTE;RIO DE JANEIRO;RJ;BRASIL;21/08/2012;22:35:00;***;0;1;NÃO
46436;46436;46436;46436;46436;ACIDENTE;ARAGUAÍNA;TO;BRASIL;22/08/2012;13:00:00;***;0;1;NÃO
46444;46444;46444;46444;46444;ACIDENTE;PAUINI;AM;BRASIL;22/08/2012;18:51:00;SIM;3;1;NÃO
46349;46349;46349;46349;46349;INCIDENTE;GOIÂNIA;GO;BRASIL;23/08/2012;00:00:00;***;0;1;NÃO
46296;46296;46296;46296;46296;INCIDENTE;SÃO PAULO;SP;BRASIL;25/08/2012;21:10:00;***;0;1;NÃO
46437;46437;46437;46437;46437;ACIDENTE;ÁGUA CLARA;MS;BRASIL;25/08/2012;11:30:00;SIM;2;1;NÃO
46350;46350;46350;46350;46350;INCIDENTE;BRASÍLIA;DF;BRASIL;28/08/2012;18:30:00;***;0;1;NÃO
46451;46451;46451;46451;46451;INCIDENTE GRAVE;CAMPINAS;SP;BRASIL;30/08/2012;19:25:00;SIM;1;1;NÃO
46310;46310;46310;46310;46310;ACIDENTE;ANGRA DOS REIS;RJ;BRASIL;31/08/2012;18:40:00;***;0;1;NÃO
46680;46680;46680;46680;46680;INCIDENTE;SANTARÉM;PA;BRASIL;31/08/2012;12:10:00;***;0;1;NÃO
46686;46686;46686;46686;46686;INCIDENTE;CAMPINA GRANDE;PB;BRASIL;01/09/2012;12:10:00;***;0;1;NÃO
46312;46312;46312;46312;46312;INCIDENTE;CONFINS;MG;BRASIL;02/09/2012;10:55:00;SIM;0;1;NÃO
46342;46342;46342;46342;46342;INCIDENTE;UBATUBA;SP;BRASIL;03/09/2012;16:40:00;***;0;1;NÃO
52065;52065;52065;52065;52065;INCIDENTE;BELO HORIZONTE;MG;BRASIL;03/09/2012;16:30:00;***;0;1;NÃO
46311;46311;46311;46311;46311;INCIDENTE GRAVE;PORTO ALEGRE;RS;BRASIL;05/09/2012;11:50:00;***;0;1;SIM
46520;46520;46520;46520;46520;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;06/09/2012;16:27:00;***;0;1;NÃO
