codigo_ocorrencia,codigo_ocorrencia1,codigo_ocorrencia2,codigo_ocorrencia3,codigo_ocorrencia4,ocorrencia_classificacao,ocorrencia_cidade,ocorrencia_uf,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_hora,investigacao_aeronave_liberada,investigacao_status,total_recomendacoes,total_aeronaves_envolvidas,ocorrencia_saida_pista
79350,79350,79350,79350,79350,INCIDENTE,RECIFE,PE,SBRF,16/05/2020,17:20:00,SIM,FINALIZADA,0,1,NÃO
48800,48800,48800,48800,48800,ACIDENTE,SÃO VICENTE FERRER,PE,****,06/06/2013,10:20:00,SIM,FINALIZADA,0,1,NÃO
51465,51465,51465,51465,51465,INCIDENTE,RECIFE,PE,SBRF,12/05/2014,02:00:00,***,FINALIZADA,0,1,NÃO
79415,79415,79415,79415,79415,INCIDENTE,CAMARAGIBE,PE,****,23/06/2020,16:00:00,SIM,FINALIZADA,0,1,NÃO
78947,78947,78947,78947,78947,INCIDENTE,OROCÓ,PE,*****,25/09/2019,14:30:00,SIM,FINALIZADA,0,1,NÃO
65185,65185,65185,65185,65185,INCIDENTE,RECIFE,PE,SBRF,10/05/2016,11:24:00,SIM,FINALIZADA,0,1,NÃO
46109,46109,46109,46109,46109,INCIDENTE,RECIFE,PE,SBRF,28/04/2012,11:23:00,***,FINALIZADA,0,1,NÃO
60749,60749,60749,60749,60749,INCIDENTE,RECIFE,PE,SBRF,16/02/2016,23:05:00,SIM,FINALIZADA,0,1,NÃO
78759,78759,78759,78759,78759,ACIDENTE,OROCÓ,PE,****,18/07/2019,20:30:00,SIM,FINALIZADA,2,1,NÃO
53607,53607,53607,53607,53607,INCIDENTE,RECIFE,PE,SBRF,21/09/2015,14:40:00,***,FINALIZADA,0,1,NÃO
52571,52571,52571,52571,52571,INCIDENTE,GRAVATÁ,PE,****,02/08/2014,13:30:00,***,FINALIZADA,0,1,NÃO
78411,78411,78411,78411,78411,INCIDENTE GRAVE,RECIFE,PE,SBRF,02/01/2019,12:20:00,NULL,FINALIZADA,3,2,NÃO
80179,80179,80179,80179,80179,INCIDENTE,RECIFE,PE,SBRF,08/07/2021,21:15:00,SIM,FINALIZADA,0,1,NÃO
51440,51440,51440,51440,51440,INCIDENTE GRAVE,RECIFE,PE,SBRF,09/01/2014,16:08:00,***,FINALIZADA,1,1,SIM
51442,51442,51442,51442,51442,INCIDENTE GRAVE,OROCÓ,PE,****,26/04/2014,19:00:00,SIM,FINALIZADA,3,1,NÃO
77756,77756,77756,77756,77756,INCIDENTE GRAVE,IGARASSU,PE,SIFC,18/03/2018,18:45:00,SIM,NULL,0,1,NÃO
79672,79672,79672,79672,79672,INCIDENTE,IGARASSU,PE,SIFC,16/11/2020,10:50:00,SIM,FINALIZADA,0,1,NÃO
60657,60657,60657,60657,60657,INCIDENTE,RECIFE,PE,SBRF,20/01/2016,15:20:00,SIM,FINALIZADA,0,1,NÃO
80148,80148,80148,80148,80148,INCIDENTE,RECIFE,PE,SBRF,23/06/2021,16:43:00,SIM,FINALIZADA,0,1,NÃO
77542,77542,77542,77542,77542,ACIDENTE,PETROLINA,PE,SBPL,09/09/2017,13:56:00,SIM,NULL,0,1,NÃO
79083,79083,79083,79083,79083,INCIDENTE,RECIFE,PE,****,07/12/2019,18:50:00,SIM,FINALIZADA,0,1,NÃO
79499,79499,79499,79499,79499,INCIDENTE,RECIFE,PE,SBRF,20/08/2020,04:10:00,SIM,FINALIZADA,0,1,NÃO
78057,78057,78057,78057,78057,INCIDENTE,RECIFE,PE,SBRF,13/07/2018,17:10:00,SIM,FINALIZADA,0,1,NÃO
66197,66197,66197,66197,66197,INCIDENTE,PETROLINA,PE,SBPL,26/12/2016,09:15:00,SIM,FINALIZADA,0,1,NÃO
52818,52818,52818,52818,52818,ACIDENTE,FLORESTA,PE,****,05/12/2014,14:30:00,SIM,FINALIZADA,0,1,NÃO
79530,79530,79530,79530,79530,ACIDENTE,RIACHO DAS ALMAS,PE,****,16/07/2018,18:30:00,NULL,FINALIZADA,0,1,NÃO
79011,79011,79011,79011,79011,INCIDENTE,RECIFE,PE,SBRF,20/11/2019,23:47:00,NULL,FINALIZADA,0,1,NÃO
79534,79534,79534,79534,79534,INCIDENTE,RECIFE,PE,SBRF,08/09/2020,23:12:00,SIM,FINALIZADA,0,1,NÃO
78123,78123,78123,78123,78123,INCIDENTE,RECIFE,PE,SBRF,20/07/2018,10:49:00,SIM,FINALIZADA,0,1,NÃO
47132,47132,47132,47132,47132,INCIDENTE GRAVE,CARUARU,PE,SNRU,10/03/2013,12:30:00,***,FINALIZADA,0,1,NÃO
79245,79245,79245,79245,79245,INCIDENTE,RECIFE,PE,****,19/03/2020,01:04:00,SIM,FINALIZADA,0,1,NÃO
51559,51559,51559,51559,51559,INCIDENTE,PETROLINA,PE,SBPL,18/06/2014,19:33:00,***,FINALIZADA,0,1,NÃO
77678,77678,77678,77678,77678,ACIDENTE,RECIFE,PE,****,23/01/2018,09:05:00,NULL,FINALIZADA,9,1,NÃO
78887,78887,78887,78887,78887,INCIDENTE,RECIFE,PE,*****,05/08/2019,12:10:00,SIM,FINALIZADA,0,1,NÃO
45755,45755,45755,45755,45755,INCIDENTE GRAVE,CARUARU,PE,SNRU,04/04/2012,10:45:00,SIM,FINALIZADA,0,1,NÃO
80095,80095,80095,80095,80095,INCIDENTE,RECIFE,PE,SBRF,14/04/2021,22:07:00,SIM,FINALIZADA,0,1,NÃO
78718,78718,78718,78718,78718,INCIDENTE,RECIFE,PE,SBRF,02/05/2019,10:01:00,SIM,FINALIZADA,0,1,NÃO
45916,45916,45916,45916,45916,INCIDENTE,RECIFE,PE,SBRF,25/05/2012,18:00:00,***,FINALIZADA,0,1,NÃO
78913,78913,78913,78913,78913,INCIDENTE,RECIFE,PE,*****,24/08/2019,03:22:00,SIM,FINALIZADA,0,1,NÃO
49171,49171,49171,49171,49171,INCIDENTE,RECIFE,PE,SBRF,23/06/2013,16:40:00,***,FINALIZADA,0,2,NÃO
77345,77345,77345,77345,77345,ACIDENTE,IGARASSU,PE,****,11/11/2017,12:50:00,SIM,NULL,0,1,NÃO
50259,50259,50259,50259,50259,INCIDENTE,FERNANDO DE NORONHA,PE,SBFN,06/11/2013,18:42:00,***,FINALIZADA,0,1,NÃO
51545,51545,51545,51545,51545,INCIDENTE,RECIFE,PE,SBRF,01/06/2014,00:45:00,***,FINALIZADA,0,1,NÃO
48582,48582,48582,48582,48582,INCIDENTE,RECIFE,PE,SBRF,20/05/2013,11:34:00,***,FINALIZADA,0,1,NÃO
80245,80245,80245,80245,80245,INCIDENTE,RECIFE,PE,SBRF,15/08/2021,15:05:00,SIM,FINALIZADA,0,1,NÃO
78822,78822,78822,78822,78822,INCIDENTE,RECIFE,PE,SBRF,01/09/2017,19:25:00,***,FINALIZADA,0,1,NÃO
52051,52051,52051,52051,52051,INCIDENTE,RECIFE,PE,SBRF,22/01/2012,23:00:00,***,FINALIZADA,0,1,NÃO
49637,49637,49637,49637,49637,INCIDENTE,CABROBÓ,PE,****,09/09/2013,14:30:00,***,FINALIZADA,0,1,NÃO
79836,79836,79836,79836,79836,INCIDENTE,RECIFE,PE,SBRF,21/01/2021,16:40:00,SIM,FINALIZADA,0,1,NÃO
53282,53282,53282,53282,53282,INCIDENTE,JABOATÃO DOS GUARARAPES,PE,SBRF,15/05/2015,15:15:00,***,FINALIZADA,0,1,NÃO
46873,46873,46873,46873,46873,ACIDENTE,RECIFE,PE,SNEM,27/01/2013,11:30:00,***,FINALIZADA,1,1,NÃO
80158,80158,80158,80158,80158,INCIDENTE,RECIFE,PE,SBRF,26/06/2021,17:59:00,SIM,FINALIZADA,0,1,NÃO
66707,66707,66707,66707,66707,INCIDENTE,RECIFE,PE,SBRF,08/05/2017,08:35:00,SIM,FINALIZADA,0,1,NÃO
53175,53175,53175,53175,53175,INCIDENTE,RECIFE,PE,****,18/02/2015,13:30:00,***,FINALIZADA,0,1,NÃO
46515,46515,46515,46515,46515,INCIDENTE,RECIFE,PE,SBRF,28/09/2012,23:15:00,***,FINALIZADA,0,1,NÃO
79023,79023,79023,79023,79023,INCIDENTE,RECIFE,PE,*****,03/12/2019,12:45:00,SIM,FINALIZADA,0,1,NÃO
50546,50546,50546,50546,50546,INCIDENTE,RECIFE,PE,SBRF,21/11/2013,14:25:00,***,FINALIZADA,0,1,NÃO
78418,78418,78418,78418,78418,INCIDENTE,RECIFE,PE,SBRF,10/01/2019,07:55:00,SIM,FINALIZADA,0,1,NÃO
65998,65998,65998,65998,65998,INCIDENTE,RECIFE,PE,SBRF,16/11/2016,20:10:00,SIM,FINALIZADA,0,1,NÃO
79342,79342,79342,79342,79342,INCIDENTE,RECIFE,PE,SBRF,18/05/2020,19:00:00,SIM,FINALIZADA,0,1,NÃO
52654,52654,52654,52654,52654,ACIDENTE,IGARASSU,PE,SIFC,01/11/2014,13:50:00,***,FINALIZADA,0,1,NÃO
51144,51144,51144,51144,51144,INCIDENTE,RECIFE,PE,SBRF,23/01/2014,09:50:00,***,FINALIZADA,0,1,NÃO
77789,77789,77789,77789,77789,INCIDENTE GRAVE,RECIFE,PE,SBRF,05/04/2018,16:49:00,NULL,FINALIZADA,0,1,SIM
66578,66578,66578,66578,66578,INCIDENTE,RECIFE,PE,SBRF,30/03/2017,21:40:00,SIM,FINALIZADA,0,1,NÃO
50558,50558,50558,50558,50558,INCIDENTE,RECIFE,PE,SBRF,02/12/2013,15:00:00,***,FINALIZADA,0,1,NÃO
80204,80204,80204,80204,80204,INCIDENTE,RECIFE,PE,SBRF,22/07/2021,15:15:00,SIM,FINALIZADA,0,1,NÃO
53390,53390,53390,53390,53390,INCIDENTE,IGARASSU,PE,SIFC,16/05/2015,12:28:00,***,FINALIZADA,0,1,NÃO
78880,78880,78880,78880,78880,INCIDENTE,RECIFE,PE,SBRF,31/07/2019,13:50:00,SIM,FINALIZADA,0,1,NÃO
61025,61025,61025,61025,61025,INCIDENTE,RECIFE,PE,SBRF,26/04/2016,23:30:00,SIM,FINALIZADA,0,1,NÃO
48014,48014,48014,48014,48014,ACIDENTE,CARUARU,PE,SNRU,11/05/2013,11:30:00,SIM,FINALIZADA,0,1,NÃO
46575,46575,46575,46575,46575,INCIDENTE,RECIFE,PE,SBRF,29/10/2012,02:45:00,***,FINALIZADA,0,1,NÃO
78435,78435,78435,78435,78435,INCIDENTE,JOÃO PESSOA,PB,SBJP,12/01/2019,22:35:00,SIM,FINALIZADA,0,1,NÃO
80455,80455,80455,80455,80455,INCIDENTE GRAVE,SANTA RITA,PB,*****,29/12/2021,18:50:00,SIM,FINALIZADA,0,1,SIM
78162,78162,78162,78162,78162,ACIDENTE,SANTA RITA,PB,****,02/09/2018,13:35:00,SIM,FINALIZADA,2,1,NÃO
78726,78726,78726,78726,78726,INCIDENTE GRAVE,SANTA RITA,PB,****,14/05/2019,20:02:00,SIM,FINALIZADA,0,1,NÃO
79703,79703,79703,79703,79703,INCIDENTE,JOÃO PESSOA,PB,SBJP,28/11/2020,16:00:00,SIM,FINALIZADA,0,1,NÃO
49513,49513,49513,49513,49513,INCIDENTE GRAVE,BANANEIRAS,PB,****,06/08/2013,09:45:00,SIM,FINALIZADA,0,1,NÃO
47158,47158,47158,47158,47158,ACIDENTE,JOÃO PESSOA,PB,SNJO,16/03/2013,19:45:00,***,NULL,0,1,NÃO
53164,53164,53164,53164,53164,ACIDENTE,PRINCESA ISABEL,PB,****,15/03/2015,18:30:00,SIM,FINALIZADA,0,1,NÃO
52316,52316,52316,52316,52316,INCIDENTE,CAMPINA GRANDE,PB,SBKG,25/08/2014,10:24:00,***,FINALIZADA,0,1,NÃO
49624,49624,49624,49624,49624,INCIDENTE,JOÃO PESSOA,PB,SBJP,10/09/2013,08:40:00,***,FINALIZADA,0,1,NÃO
46472,46472,46472,46472,46472,INCIDENTE,JOÃO PESSOA,PB,SBJP,10/10/2012,17:59:00,***,FINALIZADA,0,1,NÃO
77734,77734,77734,77734,77734,INCIDENTE GRAVE,JOÃO PESSOA,PB,SNJO,07/03/2018,18:00:00,SIM,NULL,0,1,SIM
78213,78213,78213,78213,78213,ACIDENTE,GUARABIRA,PB,****,29/09/2018,13:30:00,NULL,FINALIZADA,0,1,NÃO
79786,79786,79786,79786,79786,INCIDENTE,JOÃO PESSOA,PB,****,03/01/2021,13:58:00,SIM,FINALIZADA,0,1,NÃO
49639,49639,49639,49639,49639,INCIDENTE,BANANEIRAS,PB,SJFU,13/09/2013,14:15:00,***,FINALIZADA,0,1,NÃO
65920,65920,65920,65920,65920,INCIDENTE,JOÃO PESSOA,PB,SBJP,26/10/2016,22:07:00,SIM,FINALIZADA,0,1,NÃO
46686,46686,46686,46686,46686,INCIDENTE,CAMPINA GRANDE,PB,SNKB,01/09/2012,12:10:00,***,FINALIZADA,0,1,NÃO
77337,77337,77337,77337,77337,INCIDENTE GRAVE,JOÃO PESSOA,PB,SNJO,13/11/2017,13:40:00,SIM,FINALIZADA,0,1,NÃO
46612,46612,46612,46612,46612,ACIDENTE,CAMPINA GRANDE,PB,****,23/11/2012,14:47:00,***,NULL,0,1,NÃO
51099,51099,51099,51099,51099,INCIDENTE,CABEDELO,PB,SNJO,12/01/2014,18:30:00,***,FINALIZADA,0,1,NÃO
60694,60694,60694,60694,60694,ACIDENTE,JOÃO PESSOA,PB,SNJO,29/01/2016,19:45:00,SIM,FINALIZADA,0,1,NÃO
46853,46853,46853,46853,46853,ACIDENTE,CAMPINA GRANDE,PB,SBJP,25/01/2013,14:20:00,***,FINALIZADA,5,1,NÃO
48795,48795,48795,48795,48795,ACIDENTE,ANAJÁS,PA,****,09/06/2013,19:10:00,SIM,FINALIZADA,1,1,NÃO
78755,78755,78755,78755,78755,ACIDENTE,ITAITUBA,PA,****,09/07/2019,17:00:00,NULL,ATIVA,0,1,NÃO
51341,51341,51341,51341,51341,INCIDENTE,BELÉM,PA,SBJC,15/04/2014,20:53:00,***,FINALIZADA,0,1,NÃO
52290,52290,52290,52290,52290,INCIDENTE GRAVE,REDENÇÃO,PA,SNDC,19/08/2014,17:00:00,***,FINALIZADA,0,1,SIM
77398,77398,77398,77398,77398,ACIDENTE,ALTAMIRA,PA,****,24/10/2017,12:30:00,SIM,FINALIZADA,0,1,NÃO
79866,79866,79866,79866,79866,ACIDENTE,ALMEIRIM,PA,****,28/01/2021,15:55:00,SIM,ATIVA,0,1,NÃO
52968,52968,52968,52968,52968,INCIDENTE,SANTARÉM,PA,SBSN,12/11/2014,16:30:00,***,FINALIZADA,0,1,NÃO
66881,66881,66881,66881,66881,INCIDENTE,BELÉM,PA,SBBE,15/06/2017,17:00:00,SIM,FINALIZADA,0,1,NÃO
78292,78292,78292,78292,78292,INCIDENTE,SANTARÉM,PA,SBSN,09/11/2018,21:14:00,SIM,FINALIZADA,0,1,NÃO
78772,78772,78772,78772,78772,ACIDENTE,ALTAMIRA,PA,****,11/08/2019,17:00:00,SIM,ATIVA,0,1,NÃO
50511,50511,50511,50511,50511,INCIDENTE GRAVE,ALMEIRIM,PA,****,10/11/2013,12:30:00,***,FINALIZADA,1,1,NÃO
60883,60883,60883,60883,60883,ACIDENTE,ULIANÓPOLIS,PA,****,15/03/2016,20:00:00,SIM,FINALIZADA,0,1,SIM
46036,46036,46036,46036,46036,INCIDENTE,BELÉM,PA,SBJC,30/06/2012,15:51:00,***,FINALIZADA,0,1,NÃO
46679,46679,46679,46679,46679,INCIDENTE,SANTANA DO ARAGUAIA,PA,SNKE,28/10/2012,11:30:00,***,FINALIZADA,0,1,NÃO
77765,77765,77765,77765,77765,INCIDENTE GRAVE,JACAREACANGA,PA,SNKH,21/03/2018,17:00:00,SIM,NULL,0,1,NÃO
45487,45487,45487,45487,45487,ACIDENTE,CAMETÁ,PA,****,16/02/2012,12:30:00,SIM,FINALIZADA,3,1,NÃO
52941,52941,52941,52941,52941,ACIDENTE,ITAITUBA,PA,SNXR,12/01/2014,20:30:00,***,FINALIZADA,0,1,SIM
78709,78709,78709,78709,78709,ACIDENTE,BELÉM,PA,****,18/05/2019,15:50:00,SIM,FINALIZADA,1,1,NÃO
46577,46577,46577,46577,46577,INCIDENTE,CAMETÁ,PA,****,22/10/2012,18:38:00,***,FINALIZADA,0,1,NÃO
66350,66350,66350,66350,66350,INCIDENTE GRAVE,REDENÇÃO,PA,SNDC,04/02/2017,09:30:00,SIM,FINALIZADA,2,1,SIM
77993,77993,77993,77993,77993,ACIDENTE,ITAITUBA,PA,****,27/06/2018,17:30:00,SIM,FINALIZADA,0,1,NÃO
79297,79297,79297,79297,79297,INCIDENTE,SANTARÉM,PA,SWPI,25/03/2020,22:25:00,SIM,FINALIZADA,0,1,NÃO
66667,66667,66667,66667,66667,ACIDENTE,ITAITUBA,PA,####,21/04/2017,18:00:00,SIM,FINALIZADA,0,1,NÃO
51439,51439,51439,51439,51439,INCIDENTE GRAVE,SANTARÉM,PA,SBSN,08/01/2014,15:15:00,***,FINALIZADA,0,1,SIM
50972,50972,50972,50972,50972,ACIDENTE,JACAREACANGA,PA,****,18/03/2014,15:50:00,SIM,FINALIZADA,1,1,NÃO
47699,47699,47699,47699,47699,INCIDENTE GRAVE,BELÉM,PA,SBBE,22/04/2013,11:28:00,***,FINALIZADA,2,1,SIM
52722,52722,52722,52722,52722,INCIDENTE,SANTARÉM,PA,SBSN,09/10/2014,14:38:00,***,FINALIZADA,0,1,NÃO
49237,49237,49237,49237,49237,ACIDENTE,PARAGOMINAS,PA,****,04/08/2013,22:30:00,SIM,FINALIZADA,2,1,NÃO
66743,66743,66743,66743,66743,ACIDENTE,GOIANÉSIA DO PARÁ,PA,****,10/05/2017,17:00:00,SIM,FINALIZADA,0,1,SIM
78548,78548,78548,78548,78548,ACIDENTE,JACAREACANGA,PA,****,23/02/2019,15:46:00,NULL,FINALIZADA,0,1,NÃO
47142,47142,47142,47142,47142,ACIDENTE,ALMEIRIM,PA,SBMD,12/03/2013,12:30:00,***,FINALIZADA,3,1,NÃO
46712,46712,46712,46712,46712,INCIDENTE GRAVE,BELÉM,PA,SBJC,06/12/2012,15:15:00,SIM,FINALIZADA,0,1,SIM
47085,47085,47085,47085,47085,INCIDENTE,SANTARÉM,PA,SNCJ,25/02/2013,18:37:00,***,FINALIZADA,0,1,NÃO
49706,49706,49706,49706,49706,INCIDENTE,BELÉM,PA,SBBE,17/09/2013,19:31:00,***,FINALIZADA,0,1,NÃO
79951,79951,79951,79951,79951,INCIDENTE,BELÉM,PA,SBBE,03/03/2021,15:45:00,SIM,FINALIZADA,0,1,NÃO
53474,53474,53474,53474,53474,ACIDENTE,BELÉM,PA,****,13/09/2015,13:17:00,***,NULL,0,1,NÃO
53489,53489,53489,53489,53489,ACIDENTE,JACAREACANGA,PA,SBEK,22/09/2015,22:15:00,NULL,FINALIZADA,0,1,NÃO
80251,80251,80251,80251,80251,INCIDENTE,BELÉM,PA,SBBE,17/08/2021,15:45:00,SIM,FINALIZADA,0,1,NÃO
65496,65496,65496,65496,65496,INCIDENTE,MARABÁ,PA,SBMA,02/08/2016,20:12:00,SIM,FINALIZADA,0,1,NÃO
52871,52871,52871,52871,52871,INCIDENTE,REDENÇÃO,PA,SNDC,26/12/2014,11:23:00,***,FINALIZADA,0,1,NÃO
61030,61030,61030,61030,61030,INCIDENTE,BREVES,PA,SNVS,27/04/2016,15:12:00,SIM,FINALIZADA,0,1,NÃO
45396,45396,45396,45396,45396,INCIDENTE GRAVE,MARABÁ,PA,SBMA,11/01/2012,11:21:00,SIM,FINALIZADA,0,1,NÃO
49697,49697,49697,49697,49697,INCIDENTE,MARABÁ,PA,SBMA,31/07/2013,11:20:00,***,FINALIZADA,0,1,NÃO
66368,66368,66368,66368,66368,INCIDENTE,BELÉM,PA,SBJC,03/02/2017,15:12:00,SIM,FINALIZADA,0,1,NÃO
79070,79070,79070,79070,79070,INCIDENTE,BELÉM,PA,****,30/12/2019,18:55:00,SIM,FINALIZADA,0,1,NÃO
78498,78498,78498,78498,78498,INCIDENTE,MONTE ALEGRE,PA,SNMA,02/02/2019,18:20:00,SIM,FINALIZADA,0,1,NÃO
77271,77271,77271,77271,77271,ACIDENTE,TUCUMÃ,PA,****,03/12/2017,11:20:00,SIM,FINALIZADA,3,1,SIM
80415,80415,80415,80415,80415,ACIDENTE,SÃO FÉLIX DO XINGU,PA,****,03/12/2021,20:00:00,SIM,ATIVA,0,1,NÃO
78769,78769,78769,78769,78769,ACIDENTE,ORIXIMINÁ,PA,****,04/08/2019,17:30:00,NULL,ATIVA,0,1,NÃO
77306,77306,77306,77306,77306,ACIDENTE,ITAITUBA,PA,****,23/11/2017,20:50:00,NULL,FINALIZADA,0,1,NÃO
79257,79257,79257,79257,79257,ACIDENTE,SÃO FÉLIX DO XINGU,PA,****,27/03/2020,18:35:00,NULL,ATIVA,0,1,NÃO
47058,47058,47058,47058,47058,INCIDENTE,MARABÁ,PA,SBMA,26/02/2013,11:20:00,***,FINALIZADA,0,1,NÃO
50321,50321,50321,50321,50321,ACIDENTE,ITAITUBA,PA,****,29/10/2013,12:25:00,SIM,FINALIZADA,0,1,NÃO
78189,78189,78189,78189,78189,INCIDENTE,SANTARÉM,PA,SNSH,18/09/2018,14:32:00,SIM,FINALIZADA,0,1,NÃO
49516,49516,49516,49516,49516,INCIDENTE,ALTAMIRA,PA,SBHT,05/08/2013,13:56:00,***,FINALIZADA,0,1,NÃO
65383,65383,65383,65383,65383,ACIDENTE,BELÉM,PA,****,02/07/2016,16:25:00,SIM,FINALIZADA,0,1,NÃO
46411,46411,46411,46411,46411,ACIDENTE,BELÉM,PA,SBBE,23/09/2012,18:35:00,SIM,FINALIZADA,1,1,NÃO
66290,66290,66290,66290,66290,ACIDENTE,NOVO PROGRESSO,PA,****,20/01/2017,16:24:00,NULL,FINALIZADA,0,1,NÃO
80025,80025,80025,80025,80025,INCIDENTE,BELÉM,PA,SBBE,31/03/2021,17:58:00,SIM,FINALIZADA,0,1,NÃO
46754,46754,46754,46754,46754,INCIDENTE GRAVE,SOURE,PA,SNSW,12/12/2012,20:10:00,***,FINALIZADA,0,1,NÃO
79745,79745,79745,79745,79745,INCIDENTE,MARABÁ,PA,SBMA,21/12/2020,08:47:00,SIM,FINALIZADA,0,1,NÃO
52291,52291,52291,52291,52291,INCIDENTE GRAVE,BELÉM,PA,SBBE,19/08/2014,08:45:00,***,FINALIZADA,0,1,NÃO
48578,48578,48578,48578,48578,INCIDENTE,PARAUAPEBAS,PA,SBCJ,08/05/2013,17:00:00,***,FINALIZADA,0,1,NÃO
79858,79858,79858,79858,79858,ACIDENTE,SÃO FÉLIX DO XINGU,PA,*****,02/02/2021,13:11:00,SIM,ATIVA,0,1,SIM
77994,77994,77994,77994,77994,ACIDENTE,ITAITUBA,PA,****,29/06/2018,15:10:00,SIM,FINALIZADA,0,1,NÃO
51009,51009,51009,51009,51009,ACIDENTE,ITAITUBA,PA,****,30/04/2014,22:15:00,SIM,FINALIZADA,0,1,NÃO
79243,79243,79243,79243,79243,ACIDENTE,JACAREACANGA,PA,****,16/03/2020,18:19:00,NULL,ATIVA,0,1,NÃO
79468,79468,79468,79468,79468,INCIDENTE,BELÉM,PA,****,31/07/2020,12:20:00,SIM,FINALIZADA,0,1,NÃO
78710,78710,78710,78710,78710,ACIDENTE,PARAGOMINAS,PA,****,26/04/2019,15:40:00,NULL,ATIVA,0,1,NÃO
51543,51543,51543,51543,51543,INCIDENTE,BELÉM,PA,SBBE,31/05/2014,08:25:00,***,FINALIZADA,0,1,NÃO
49271,49271,49271,49271,49271,INCIDENTE,MARABÁ,PA,SBMA,03/07/2013,11:15:00,***,FINALIZADA,0,1,NÃO
79127,79127,79127,79127,79127,ACIDENTE,SANTARÉM,PA,****,06/02/2020,20:50:00,NULL,ATIVA,0,1,NÃO
52276,52276,52276,52276,52276,ACIDENTE,CUMARU DO NORTE,PA,****,30/08/2014,13:10:00,SIM,FINALIZADA,0,1,NÃO
77786,77786,77786,77786,77786,ACIDENTE,SANTANA DO ARAGUAIA,PA,****,03/04/2018,11:15:00,SIM,FINALIZADA,1,1,NÃO
46597,46597,46597,46597,46597,INCIDENTE,MARABÁ,PA,SBMA,01/11/2012,16:20:00,***,FINALIZADA,0,1,NÃO
80341,80341,80341,80341,80341,INCIDENTE,ITAITUBA,PA,SBIH,23/10/2021,19:22:00,SIM,FINALIZADA,0,1,NÃO
66536,66536,66536,66536,66536,INCIDENTE,PARAUAPEBAS,PA,SBCJ,13/03/2017,12:20:00,SIM,FINALIZADA,0,1,NÃO
45901,45901,45901,45901,45901,ACIDENTE,BELÉM,PA,SBJC,01/06/2012,15:08:00,SIM,FINALIZADA,0,1,NÃO
77552,77552,77552,77552,77552,INCIDENTE,MARITUBA,PA,SNYP,08/09/2017,14:30:00,SIM,FINALIZADA,0,1,NÃO
79646,79646,79646,79646,79646,INCIDENTE,BELÉM,PA,SBBE,30/10/2020,12:17:00,SIM,FINALIZADA,0,1,NÃO
53226,53226,53226,53226,53226,INCIDENTE,MARABÁ,PA,SBMA,05/02/2015,17:55:00,***,FINALIZADA,0,1,NÃO
51552,51552,51552,51552,51552,INCIDENTE,BELÉM,PA,SBBE,11/06/2014,21:50:00,***,FINALIZADA,0,1,NÃO
79565,79565,79565,79565,79565,ACIDENTE,NOVO PROGRESSO,PA,****,23/09/2020,17:55:00,SIM,FINALIZADA,1,1,NÃO
51023,51023,51023,51023,51023,INCIDENTE GRAVE,CHAVES,PA,SNXW,10/03/2014,17:30:00,***,FINALIZADA,1,1,SIM
79383,79383,79383,79383,79383,INCIDENTE,BELÉM,PA,SBBE,08/06/2020,19:03:00,SIM,FINALIZADA,0,1,NÃO
52313,52313,52313,52313,52313,INCIDENTE,BELÉM,PA,SBBE,23/08/2014,12:15:00,***,FINALIZADA,0,1,NÃO
78352,78352,78352,78352,78352,ACIDENTE,ITAITUBA,PA,SNMD,08/12/2018,18:15:00,NULL,ATIVA,2,1,SIM
47879,47879,47879,47879,47879,ACIDENTE,BELÉM,PA,****,26/04/2013,12:15:00,***,FINALIZADA,2,1,NÃO
53255,53255,53255,53255,53255,ACIDENTE,NOVO PROGRESSO,PA,SJNP,09/05/2015,17:30:00,SIM,FINALIZADA,0,1,NÃO
78396,78396,78396,78396,78396,INCIDENTE GRAVE,TUCURUÍ,PA,****,01/01/2019,20:10:00,SIM,FINALIZADA,0,1,NÃO
52729,52729,52729,52729,52729,INCIDENTE,MARABÁ,PA,SBMA,24/10/2014,12:13:00,***,FINALIZADA,0,1,NÃO
50805,50805,50805,50805,50805,ACIDENTE,REDENÇÃO,PA,****,09/02/2014,12:12:00,***,FINALIZADA,0,1,NÃO
51444,51444,51444,51444,51444,INCIDENTE GRAVE,MARABÁ,PA,SBMA,03/05/2014,19:02:00,SIM,FINALIZADA,4,1,NÃO
78778,78778,78778,78778,78778,ACIDENTE,ITAITUBA,PA,****,04/09/2019,18:30:00,NULL,ATIVA,0,1,NÃO
79687,79687,79687,79687,79687,INCIDENTE,ALTAMIRA,PA,SBIH,19/11/2020,17:26:00,SIM,FINALIZADA,0,1,NÃO
79068,79068,79068,79068,79068,INCIDENTE,BELÉM,PA,****,31/12/2019,22:55:00,SIM,FINALIZADA,0,1,NÃO
45894,45894,45894,45894,45894,ACIDENTE,AFUÁ,PA,****,16/05/2012,12:10:00,NULL,FINALIZADA,0,1,NÃO
77696,77696,77696,77696,77696,ACIDENTE,ITAITUBA,PA,SNMD,28/02/2018,19:30:00,SIM,FINALIZADA,0,1,SIM
79033,79033,79033,79033,79033,ACIDENTE,OURILÂNDIA DO NORTE,PA,****,03/12/2019,13:50:00,NULL,ATIVA,0,1,NÃO
51134,51134,51134,51134,51134,INCIDENTE,BELÉM,PA,SBBE,16/01/2014,18:15:00,***,FINALIZADA,0,1,NÃO
